"siHIF1_hyp_1"	"siHIF1_hyp_2"	"siNPM_hyp_1"	"siNPM_hyp_2"	"wtNT_hyp-1"	"wtNT_hyp-2"	"wtNT_norm_1"	"wtNT_norm_2"	"siNPM_norm_1"	"siNPM_norm_2"
"ENSG00000171735"	33.132024861495	39.363024718658	21.7355423024152	42.1494023291524	30.4681208035381	32.1562952953472	40.8598376238138	20.0543406614384	38.0943778154956	22.2074925425715
"ENSG00000049245"	19.879214916897	17.2813279252645	18.9004715673176	13.4111734683667	19.9947042773219	12.2950540835151	42.8055441773288	32.4689324994716	21.90426724391	24.1385788506212
"ENSG00000116288"	93.7162988939429	67.2051641538063	97.3374285716855	100.58380101275	100.92565016172	112.547033533715	235.430492975308	230.147433305078	259.04176914537	275.179798897082
"ENSG00000142599"	20.825844198654	24.0018443406451	17.9554479889517	21.0747011645762	23.8032193777641	40.6682558147038	35.9955712400265	28.6490580877691	38.0943778154956	26.0696651586709
"ENSG00000074800"	922.016920431317	871.74698645223	1373.11925936562	2362.28241235659	1330.12389882946	1438.52132777127	752.988436210283	727.686075429335	770.458791318398	757.951375909506
"ENSG00000238249"	90.8764110486719	80.6461969845676	161.599031900565	211.704952607788	96.1650062861671	132.408274745547	81.7196752476276	174.759254335392	79.0458339671533	78.2089954760127
"ENSG00000180758"	2.839887845271	1.92014754725161	6.61516504856115	2.87382288607857	3.80851510044226	8.51196051935661	1.94570655351494	3.81987441170255	4.76179722693695	2.89662946207455
"ENSG00000171612"	11.359551381084	20.1615492461419	10.3952593620247	3.83176384810477	6.66490142577396	13.2408274745547	1.94570655351494	7.63974882340509	4.76179722693695	6.75880207817394
"ENSG00000188807"	17.985956353383	23.0417705670193	16.0654008322199	9.57940962026192	11.4255453013268	15.132374256634	12.6470925978471	5.72981161755382	7.61887556309912	9.65543154024848
"ENSG00000171608"	2.839887845271	5.76044264175483	7.56018862692703	3.83176384810477	7.61703020088452	5.67464034623774	21.4027720886644	22.9192464702153	14.2853916808108	26.0696651586709
"ENSG00000171603"	21.772473480411	26.8820656615225	28.3507073509764	47.8970481013096	34.2766359039804	25.5358815580698	38.9141310702989	28.6490580877691	23.8089861346847	21.2419493885467
"ENSG00000178585"	2.839887845271	9.60073773625804	3.78009431346352	2.87382288607857	3.80851510044226	7.56618712831699	12.6470925978471	14.3245290438845	9.5235944538739	7.72434523219879
"ENSG00000162441"	4.73314640878499	5.76044264175483	5.67014147019527	5.74764577215715	7.61703020088452	2.83732017311887	1.94570655351494	5.72981161755382	4.76179722693695	4.82771577012424
"ENSG00000130939"	13.252809944598	10.5608115098838	4.72511789182939	5.74764577215715	8.56915897599509	10.4035073014359	10.7013860443322	16.2344662497358	9.5235944538739	9.65543154024848
"ENSG00000054523"	34.078654143252	28.8022132087741	22.6805658807811	20.11676020255	14.2819316266585	16.0781476476736	8.75567949081725	16.2344662497358	23.8089861346847	17.3797767724473
"ENSG00000142657"	59.6376447506909	62.4047952856773	64.2616033288798	22.9905830886286	56.1755977315234	53.9090832892585	57.3983433286908	39.1537127199511	57.1415667232434	37.6561830069691
"ENSG00000175279"	12.306180662841	15.3611803780129	16.0654008322199	9.57940962026192	9.52128775110566	14.1866008655943	10.7013860443322	14.3245290438845	7.61887556309912	11.5865178482982
"ENSG00000251503"	12.306180662841	15.3611803780129	16.0654008322199	9.57940962026192	9.52128775110566	14.1866008655943	10.7013860443322	14.3245290438845	7.61887556309912	11.5865178482982
"ENSG00000160049"	38.8118005520369	31.6824345296515	38.745966713001	37.3596975190215	21.898961827543	26.4816549491095	57.3983433286908	18.1444034555871	38.0943778154956	37.6561830069691
"ENSG00000130940"	13.252809944598	12.4809590571355	15.1203772538541	4.78970481013096	3.80851510044226	5.67464034623774	10.7013860443322	1.90993720585127	4.76179722693695	2.89662946207455
"ENSG00000120948"	298.188223753455	296.662796050374	267.441672677544	448.316370228258	296.112049059386	345.207287729462	467.942426120344	415.411342272652	467.608487685208	482.771577012424
"ENSG00000116649"	128.741582318952	140.170770949367	130.413253814491	222.242303190076	82.8352034346192	79.4449648473284	171.222176709315	147.065164850548	150.472792371208	122.623980561156
"ENSG00000171824"	19.879214916897	9.60073773625804	11.3402829403905	22.0326421266024	10.4734165262162	14.1866008655943	42.8055441773288	39.1537127199511	34.284940033946	43.4494419311182
"ENSG00000198793"	18.93258563514	7.68059018900643	12.2853065187564	11.4952915443143	12.3776740764374	13.2408274745547	17.5113589816345	18.1444034555871	19.0471889077478	16.4142336184224
"ENSG00000120942"	7.57303425405599	12.4809590571355	8.50521220529291	7.66352769620953	2.8563863253317	4.72886695519812	10.7013860443322	5.72981161755382	2.85707833616217	4.82771577012424
"ENSG00000116670"	31.238766297981	35.5227296241548	24.5706130375129	32.5699927088905	28.563863253317	31.2105219043076	21.4027720886644	14.3245290438845	19.0471889077478	28.0007514667206
"ENSG00000177000"	3.786517127028	12.4809590571355	3.78009431346352	5.74764577215715	6.66490142577396	10.4035073014359	3.89141310702989	3.81987441170255	1.90471889077478	4.82771577012424
"ENSG00000116685"	35.971912706766	54.7242050966709	77.4919334260021	48.8549890633358	77.1224307839558	61.4752704175755	57.3983433286908	46.7934615433562	42.8561750424325	35.7250966989194
"ENSG00000083444"	32.185395579738	19.2014754725161	73.7118391125386	336.237277671193	43.797923655086	49.1802163340604	107.013860443322	21.9642778672896	38.0943778154956	40.5528124690436
"ENSG00000116688"	31.238766297981	36.4828033977806	44.4161081831963	43.1073432911786	50.46282508086	43.5055759878227	44.7512507308437	30.5589952936204	26.6660644708469	37.6561830069691
"ENSG00000116691"	5.67977569054199	5.76044264175483	1.89004715673176	1.91588192405238	1.90425755022113	2.83732017311887	3.89141310702989	3.81987441170255	1.90471889077478	4.82771577012424
"ENSG00000048707"	35.025283425009	36.4828033977806	20.7905187240493	22.0326421266024	41.8936661048649	34.0478420774264	30.1584515794816	44.8835243375049	36.1896589247208	32.8284672368449
"ENSG00000162496"	8.51966353581299	7.68059018900643	15.1203772538541	14.3691144303929	9.52128775110566	15.132374256634	12.6470925978471	8.59471742633073	14.2853916808108	9.65543154024848
"ENSG00000116731"	7.57303425405599	10.5608115098838	14.1753536754882	2.87382288607857	7.61703020088452	8.51196051935661	6.8099729373023	3.81987441170255	1.90471889077478	2.89662946207455
"ENSG00000171729"	12.306180662841	7.68059018900643	8.50521220529291	7.66352769620953	14.2819316266585	13.2408274745547	6.8099729373023	7.63974882340509	6.66651611771173	6.75880207817394
"ENSG00000142634"	26.505619889196	25.9219918878967	45.3611317615622	65.139985417781	26.6596057030958	30.2647485132679	14.5927991513621	26.7391208819178	7.61887556309912	6.75880207817394
"ENSG00000132906"	8.51966353581299	17.2813279252645	7.56018862692703	8.62146865823572	14.2819316266585	11.3492806924755	10.7013860443322	8.59471742633073	11.4283133446487	9.65543154024848
"ENSG00000116138"	8.51966353581299	13.4410328307613	8.50521220529291	9.57940962026192	7.61703020088452	8.51196051935661	12.6470925978471	12.4145918380333	12.3806727900361	11.5865178482982
"ENSG00000197312"	12.306180662841	10.5608115098838	11.3402829403905	8.62146865823572	14.2819316266585	16.0781476476736	21.4027720886644	18.1444034555871	23.8089861346847	11.5865178482982
"ENSG00000116786"	16.092697789869	11.5208852835097	15.1203772538541	6.70558673418334	12.3776740764374	11.3492806924755	8.75567949081725	7.63974882340509	7.61887556309912	9.65543154024848
"ENSG00000162458"	9.46629281756999	12.4809590571355	4.72511789182939	10.5373505822881	8.56915897599509	4.72886695519812	1.94570655351494	1.90993720585127	9.5235944538739	12.552061002323
"ENSG00000233954"	52.0646104966349	66.2450903801805	34.0208488211716	58.4343986835977	49.5106963057494	34.9936154684661	38.9141310702989	53.4782417638357	52.3797694963064	47.3116145472176
"ENSG00000065526"	13.252809944598	18.2414016988903	9.45023578365879	20.11676020255	20.9468330524324	17.0239210387132	3.89141310702989	5.72981161755382	12.3806727900361	7.72434523219879
"ENSG00000116809"	35.025283425009	27.8421394351483	27.4056837726105	21.0747011645762	29.5159920284275	33.1020686863868	17.5113589816345	3.81987441170255	16.1901105715856	7.72434523219879
"ENSG00000173641"	1.893258563514	2.88022132087741	3.78009431346352	1.91588192405238	3.80851510044226	2.83732017311887	10.7013860443322	7.63974882340509	2.85707833616217	1.9310863080497
"ENSG00000142627"	14.199439226355	17.2813279252645	21.7355423024152	33.5279336709167	29.5159920284275	26.4816549491095	12.6470925978471	12.4145918380333	6.66651611771173	7.72434523219879
"ENSG00000142632"	22.719102762168	58.5645001911741	76.5469098476362	63.2241034937286	63.7926279324079	61.4752704175755	55.4526367751759	46.7934615433562	53.3321289416938	35.7250966989194
"ENSG00000037637"	9.46629281756999	3.84029509450322	8.50521220529291	15.3270553924191	2.8563863253317	6.62041373727736	8.75567949081725	8.59471742633073	2.85707833616217	11.5865178482982
"ENSG00000055070"	60.5842740324479	52.8040575494192	53.8663439668551	53.6446938734667	46.6543099804177	46.3428961609415	57.3983433286908	30.5589952936204	33.3325805885586	17.3797767724473
"ENSG00000157191"	17.039327071626	12.4809590571355	16.0654008322199	10.5373505822881	10.4734165262162	14.1866008655943	3.89141310702989	12.4145918380333	4.76179722693695	11.5865178482982
"ENSG00000219481"	38.8118005520369	44.163393586787	31.185778086074	32.5699927088905	26.6596057030958	25.5358815580698	14.5927991513621	21.9642778672896	12.3806727900361	12.552061002323
"ENSG00000215908"	7.57303425405599	8.64066396263224	6.61516504856115	5.74764577215715	7.61703020088452	10.4035073014359	10.7013860443322	5.72981161755382	2.85707833616217	4.82771577012424
"ENSG00000117118"	90.8764110486719	88.326787173574	117.182923717369	77.5932179241215	72.361786908403	72.824551110051	81.7196752476276	95.4968602925637	42.8561750424325	66.6224776277145
"ENSG00000179051"	84.2500060763729	140.170770949367	81.2720277394656	83.3408636962787	99.0213926114988	76.6076446742095	187.760682414192	312.274733156683	153.32987070737	142.900386795678
"ENSG00000074964"	4.73314640878499	3.84029509450322	1.89004715673176	1.91588192405238	6.66490142577396	3.78309356415849	8.75567949081725	7.63974882340509	7.61887556309912	14.4831473103727
"ENSG00000159423"	8.51966353581299	6.72051641538063	6.61516504856115	4.78970481013096	7.61703020088452	6.62041373727736	10.7013860443322	16.2344662497358	14.2853916808108	12.552061002323
"ENSG00000127481"	59.6376447506909	44.163393586787	50.0862496533916	37.3596975190215	63.7926279324079	63.3668171996548	44.7512507308437	42.9735871316537	34.284940033946	53.1048734713667
"ENSG00000127463"	8.51966353581299	15.3611803780129	9.45023578365879	19.1588192405238	15.234060401769	13.2408274745547	19.4570655351494	22.9192464702153	19.0471889077478	19.310863080497
"ENSG00000053372"	13.252809944598	23.0417705670193	24.5706130375129	16.2849963544453	12.3776740764374	8.51196051935661	25.2941851956943	12.4145918380333	20.9519077985226	28.0007514667206
"ENSG00000053371"	127.794953037195	120.009221703226	68.0416976423433	86.2146865823572	81.8830746595086	116.330127097874	30.1584515794816	41.0636499258024	50.4750506055316	28.9662946207455
"ENSG00000040487"	8.51966353581299	8.64066396263224	15.1203772538541	8.62146865823572	16.1861891768796	12.2950540835151	3.89141310702989	1.90993720585127	7.61887556309912	6.75880207817394
"ENSG00000077549"	44.4915762425789	78.726049437316	38.745966713001	56.5185167595453	45.7021812053071	70.9330043279717	38.9141310702989	39.1537127199511	55.2368478324686	52.1393303173418
"ENSG00000270136"	36.918541988523	56.6443526439225	57.6464382803186	42.1494023291524	49.5106963057494	40.6682558147038	38.9141310702989	48.7033987492075	43.8085344878199	45.3805282391679
"ENSG00000173436"	58.6910154689339	85.4465658526966	85.0521220529291	58.4343986835977	74.2660444586241	63.3668171996548	57.3983433286908	63.027927793092	77.1411150763786	64.6913913196648
"ENSG00000158747"	3.786517127028	9.60073773625804	6.61516504856115	3.83176384810477	5.71277265066339	5.67464034623774	6.8099729373023	16.2344662497358	1.90471889077478	17.3797767724473
"ENSG00000090432"	17.985956353383	13.4410328307613	14.1753536754882	10.5373505822881	9.52128775110566	11.3492806924755	3.89141310702989	12.4145918380333	16.1901105715856	9.65543154024848
"ENSG00000158825"	34.078654143252	38.4029509450322	61.4265325937821	51.7288119494144	62.8404991572973	57.692176853417	14.5927991513621	7.63974882340509	4.76179722693695	6.75880207817394
"ENSG00000158828"	39.7584298337939	35.5227296241548	37.8009431346352	38.3176384810477	23.8032193777641	30.2647485132679	17.5113589816345	18.1444034555871	20.9519077985226	19.310863080497
"ENSG00000244038"	67.2106790047469	104.648041325213	63.3165797505139	77.5932179241215	87.595847310172	59.5837236354963	183.869269307162	175.714222938317	168.567621833568	153.521361489951
"ENSG00000127483"	64.3707911594759	62.4047952856773	76.5469098476362	50.7708709873882	57.1277265066339	57.692176853417	126.470925978471	109.821389336448	98.0930228749011	95.58877224846
"ENSG00000075151"	12.306180662841	3.84029509450322	18.9004715673176	4.78970481013096	2.8563863253317	3.78309356415849	6.8099729373023	7.63974882340509	7.61887556309912	11.5865178482982
"ENSG00000117298"	46.3848348060929	47.0436149076644	41.5810374480987	38.3176384810477	44.7500524301966	31.2105219043076	102.149594059535	75.4425196311253	95.235944538739	69.5191070897891
"ENSG00000142794"	10.412922099327	11.5208852835097	11.3402829403905	7.66352769620953	9.52128775110566	4.72886695519812	3.89141310702989	18.1444034555871	4.76179722693695	4.82771577012424
"ENSG00000090686"	15.146068508112	14.4011066043871	13.2303300971223	18.2008782784976	14.2819316266585	13.2408274745547	30.1584515794816	44.8835243375049	40.9514561516578	32.8284672368449
"ENSG00000142798"	10.412922099327	13.4410328307613	7.56018862692703	7.66352769620953	10.4734165262162	10.4035073014359	21.4027720886644	21.9642778672896	21.90426724391	26.0696651586709
"ENSG00000070831"	119.275289501382	110.408483966968	98.2824521500514	94.836155240593	109.494809137715	129.570954572428	107.013860443322	97.4067974984149	96.1883039841263	81.1056249380873
"ENSG00000184677"	16.092697789869	18.2414016988903	15.1203772538541	18.2008782784976	14.2819316266585	16.0781476476736	19.4570655351494	5.72981161755382	11.4283133446487	4.82771577012424
"ENSG00000004487"	28.39887845271	30.7223607560257	26.4606601942446	21.0747011645762	27.6117344782064	32.1562952953472	12.6470925978471	21.9642778672896	19.0471889077478	21.2419493885467
"ENSG00000169641"	7.57303425405599	6.72051641538063	25.5156366158787	6.70558673418334	15.234060401769	17.0239210387132	8.75567949081725	1.90993720585127	1.90471889077478	4.82771577012424
"ENSG00000125944"	95.6095574574569	110.408483966968	94.5023578365879	95.7940962026192	84.7394609848403	82.2822850204472	83.6653818011426	64.9378649989433	74.2840367402164	76.277909167963
"ENSG00000125945"	8.51966353581299	9.60073773625804	5.67014147019527	8.62146865823572	7.61703020088452	6.62041373727736	10.7013860443322	1.90993720585127	1.90471889077478	1.9310863080497
"ENSG00000007968"	25.558990607439	16.3212541516387	40.6360138697328	18.2008782784976	28.563863253317	30.2647485132679	14.5927991513621	18.1444034555871	11.4283133446487	12.552061002323
"ENSG00000117318"	467.634865187957	601.966256063379	214.520352289055	160.9340816204	247.553481528747	351.82770146674	746.178463272981	1053.33036902698	901.884394781858	952.025549868501
"ENSG00000142676"	1495.67426517606	1250.0160532608	1438.32588627287	1399.55174552027	1238.71953641885	1252.20396973646	1656.76913031797	1502.16561240203	1862.81507517773	1878.94697773236
"ENSG00000011007"	28.39887845271	14.4011066043871	17.9554479889517	25.8644059747072	16.1861891768796	17.9696944297528	28.2127450259667	38.1987441170255	45.7132533785947	28.0007514667206
"ENSG00000057757"	50.1713519331209	34.562655850529	63.3165797505139	50.7708709873882	38.0851510044226	42.559802596783	28.2127450259667	28.6490580877691	30.4755022523965	55.0359597794164
"ENSG00000011009"	93.7162988939429	93.127156041703	68.9867212207092	67.0558673418334	82.8352034346192	83.2280584114868	66.1540228195081	61.1179905872407	88.5694284210272	97.5198585565097
"ENSG00000117308"	8.51966353581299	13.4410328307613	14.1753536754882	8.62146865823572	15.234060401769	15.132374256634	8.75567949081725	10.504654632182	16.1901105715856	1.9310863080497
"ENSG00000189266"	24.612361325682	26.8820656615225	28.3507073509764	61.3082215696763	38.0851510044226	38.7767090326246	10.7013860443322	7.63974882340509	16.1901105715856	32.8284672368449
"ENSG00000188529"	139.154504418279	102.727893777961	110.567758668808	149.438790076086	115.207581788378	120.113220662032	49.6155171146311	73.532582425274	93.3312256479642	74.3468228599133
"ENSG00000001460"	1.893258563514	3.84029509450322	4.72511789182939	2.87382288607857	2.8563863253317	5.67464034623774	1.94570655351494	3.81987441170255	2.85707833616217	2.89662946207455
"ENSG00000001461"	12.306180662841	17.2813279252645	7.56018862692703	6.70558673418334	13.3298028515479	6.62041373727736	1.94570655351494	3.81987441170255	4.76179722693695	1.9310863080497
"ENSG00000133226"	33.132024861495	31.6824345296515	25.5156366158787	35.4438155949691	13.3298028515479	17.0239210387132	19.4570655351494	32.4689324994716	30.4755022523965	26.0696651586709
"ENSG00000169504"	21.772473480411	34.562655850529	44.4161081831963	36.4017565569953	37.1330222293121	37.8309356415849	28.2127450259667	41.0636499258024	25.7137050254595	40.5528124690436
"ENSG00000117614"	34.078654143252	43.2033198131612	40.6360138697328	25.8644059747072	22.8510906026536	23.6443347759906	32.1041581329966	32.4689324994716	26.6660644708469	30.8973809287952
"ENSG00000117616"	38.8118005520369	35.5227296241548	52.9213203884892	27.7802878987596	59.0319840568551	59.5837236354963	12.6470925978471	21.9642778672896	23.8089861346847	21.2419493885467
"ENSG00000183726"	63.4241618777189	36.4828033977806	36.8559195562693	41.1914613671262	59.0319840568551	52.9633098982189	38.9141310702989	34.3788697053229	21.90426724391	37.6561830069691
