"siHIF1_hyp_1"	"siHIF1_hyp_2"	"siNPM_hyp_1"	"siNPM_hyp_2"	"wtNT_hyp-1"	"wtNT_hyp-2"	"wtNT_norm_1"	"wtNT_norm_2"	"siNPM_norm_1"	"siNPM_norm_2"
"ENSG00000223972"	3188.24742095757	2960.86751786198	3697.87726214568	3903.60942025673	2515.52422384211	2912.036271011	992.310342292621	1169.8365385839	1066.64257883388	1075.61507358368
"ENSG00000227232"	128.741582318952	180.493869441651	103.007570041881	91.9623323545144	145.675702591917	138.082915091785	748.124169826496	1572.83328901852	1638.05824606631	1243.619582384
"ENSG00000237683"	6.62640497229899	7.68059018900643	4.72511789182939	4.78970481013096	14.2819316266585	5.67464034623774	8.75567949081725	5.72981161755382	4.76179722693695	9.65543154024848
"ENSG00000268903"	6.62640497229899	7.68059018900643	4.72511789182939	4.78970481013096	14.2819316266585	5.67464034623774	8.75567949081725	5.72981161755382	4.76179722693695	9.65543154024848
"ENSG00000237094"	17.039327071626	21.1216230197677	17.0104244105858	15.3270553924191	29.5159920284275	22.698561384951	17.5113589816345	10.504654632182	16.1901105715856	11.5865178482982
"ENSG00000250575"	16.092697789869	20.1615492461419	17.0104244105858	13.4111734683667	27.6117344782064	18.9154678207925	12.6470925978471	10.504654632182	12.3806727900361	11.5865178482982
"ENSG00000225630"	283.9887845271	257.299771331716	302.407545077081	299.835521114198	199.947042773219	144.703328829062	60.3169031589633	98.3617661013406	95.235944538739	93.6576859404103
"ENSG00000237973"	209.205071268297	169.933057931767	299.572474341984	344.858746329429	225.654519701204	175.91385073337	44.7512507308437	172.84931712954	118.092571228036	105.244203788708
"ENSG00000229344"	585.963525407582	445.474230962373	518.817944522867	536.446938734667	558.899590989902	524.904232026991	321.041581329966	242.562025143112	306.659741414739	278.076428359156
"ENSG00000248527"	239.497208284521	219.856894160309	288.232191401593	273.013174177465	306.585465585602	310.213672260996	453.349626968982	422.096122493131	493.322192710668	500.151353784872
"ENSG00000198744"	58.6910154689339	67.2051641538063	102.062546463515	75.6773360000691	59.0319840568551	87.0111519756453	123.552366148199	197.678500805607	175.23413795128	244.282417968287
"ENSG00000224956"	16.092697789869	21.1216230197677	17.0104244105858	13.4111734683667	27.6117344782064	18.9154678207925	12.6470925978471	10.504654632182	12.3806727900361	11.5865178482982
"ENSG00000188976"	12.306180662841	14.4011066043871	14.1753536754882	12.4532325063405	6.66490142577396	13.2408274745547	6.8099729373023	7.63974882340509	7.61887556309912	14.4831473103727
"ENSG00000188290"	8.51966353581299	7.68059018900643	12.2853065187564	5.74764577215715	19.0425755022113	9.45773391039623	28.2127450259667	14.3245290438845	9.5235944538739	4.82771577012424
"ENSG00000187608"	35.025283425009	63.3648690593031	101.117522885149	176.261137012819	111.399066687936	88.9026987577246	237.376199528823	150.885039262251	67.6175206225047	78.2089954760127
"ENSG00000188157"	34.078654143252	28.8022132087741	46.3061553399281	35.4438155949691	58.0798552817445	33.1020686863868	144.955138236863	98.3617661013406	100.950101211063	105.244203788708
"ENSG00000242590"	34.078654143252	28.8022132087741	46.3061553399281	35.4438155949691	58.0798552817445	33.1020686863868	144.955138236863	98.3617661013406	100.950101211063	105.244203788708
"ENSG00000078808"	98.4494453027279	92.1670822680772	165.379126214029	60.3502806076501	79.9788171092875	110.655486751636	224.729106930976	100.271703307192	222.852110220649	193.10863080497
"ENSG00000176022"	12.306180662841	18.2414016988903	25.5156366158787	25.8644059747072	15.234060401769	18.9154678207925	21.4027720886644	3.81987441170255	6.66651611771173	16.4142336184224
"ENSG00000160087"	45.4382055243359	51.8439837757934	56.7014147019527	46.9391071392834	49.5106963057494	50.1259897251	57.3983433286908	42.9735871316537	59.9986450594055	52.1393303173418
"ENSG00000131584"	16.092697789869	2.88022132087741	1.89004715673176	9.57940962026192	9.52128775110566	10.4035073014359	6.8099729373023	18.1444034555871	20.9519077985226	16.4142336184224
"ENSG00000169972"	17.039327071626	7.68059018900643	15.1203772538541	9.57940962026192	6.66490142577396	4.72886695519812	17.5113589816345	3.81987441170255	2.85707833616217	6.75880207817394
"ENSG00000127054"	42.5983176790649	35.5227296241548	63.3165797505139	45.9811661772572	48.5585675306388	44.4513493788623	42.8055441773288	66.8478022047946	71.4269584040542	71.4501933978388
"ENSG00000107404"	28.39887845271	27.8421394351483	43.4710846048304	36.4017565569953	36.1808934542015	32.1562952953472	35.9955712400265	41.0636499258024	33.3325805885586	32.8284672368449
"ENSG00000175756"	148.620797235849	95.0473035889546	153.093819695272	273.013174177465	114.255453013268	88.9026987577246	110.905273550352	118.416106762779	148.568073480433	162.211249876175
"ENSG00000221978"	45.4382055243359	44.163393586787	49.1412260750257	66.0979263798072	38.0851510044226	31.2105219043076	85.6110883546575	73.532582425274	76.1887556309912	85.9333407082115
"ENSG00000224870"	12.306180662841	16.3212541516387	17.0104244105858	34.4858746329429	7.61703020088452	22.698561384951	32.1041581329966	10.504654632182	6.66651611771173	17.3797767724473
"ENSG00000242485"	49.2247226513639	47.0436149076644	59.5364854370504	41.1914613671262	41.8936661048649	44.4513493788623	100.20388750602	100.271703307192	103.807179547225	88.8299701702861
"ENSG00000160072"	1.893258563514	1.92014754725161	6.61516504856115	1.91588192405238	1.90425755022113	2.83732017311887	1.94570655351494	5.72981161755382	4.76179722693695	9.65543154024848
"ENSG00000197785"	7.57303425405599	6.72051641538063	3.78009431346352	7.66352769620953	7.61703020088452	2.83732017311887	14.5927991513621	24.8291836760666	28.5707833616217	22.2074925425715
"ENSG00000160075"	31.238766297981	23.0417705670193	19.8454951456835	30.6541107848381	27.6117344782064	16.0781476476736	10.7013860443322	32.4689324994716	31.4278616977839	33.7940103908697
"ENSG00000197530"	4.73314640878499	6.72051641538063	5.67014147019527	9.57940962026192	3.80851510044226	1.89154678207925	8.75567949081725	1.90993720585127	1.90471889077478	1.9310863080497
"ENSG00000248333"	15.146068508112	11.5208852835097	13.2303300971223	9.57940962026192	8.56915897599509	12.2950540835151	10.7013860443322	16.2344662497358	6.66651611771173	9.65543154024848
"ENSG00000189339"	23.665732043925	17.2813279252645	11.3402829403905	22.0326421266024	18.0904467271007	17.0239210387132	35.9955712400265	16.2344662497358	34.284940033946	28.0007514667206
"ENSG00000008128"	10.412922099327	10.5608115098838	19.8454951456835	8.62146865823572	7.61703020088452	10.4035073014359	12.6470925978471	14.3245290438845	4.76179722693695	6.75880207817394
"ENSG00000268575"	9.46629281756999	6.72051641538063	9.45023578365879	6.70558673418334	5.71277265066339	8.51196051935661	10.7013860443322	10.504654632182	2.85707833616217	4.82771577012424
"ENSG00000008130"	40.7050591155509	29.7622869823999	44.4161081831963	84.2988046583049	31.4202495786487	37.8309356415849	76.8554088638403	38.1987441170255	72.3793178494416	61.7947618575903
"ENSG00000078369"	53.9578690601489	39.363024718658	52.9213203884892	52.6867529114405	28.563863253317	34.0478420774264	46.6969572843587	50.6133359550587	62.8557233955677	66.6224776277145
"ENSG00000157933"	21.772473480411	27.8421394351483	21.7355423024152	27.7802878987596	19.0425755022113	19.8612412118321	30.1584515794816	14.3245290438845	25.7137050254595	11.5865178482982
"ENSG00000157916"	239.497208284521	254.419550010838	285.397120666495	133.153793721641	168.52679319457	198.612412118321	123.552366148199	232.05737051093	122.854368454973	114.899635328957
"ENSG00000157911"	5.67977569054199	9.60073773625804	4.72511789182939	7.66352769620953	6.66490142577396	2.83732017311887	8.75567949081725	5.72981161755382	2.85707833616217	2.89662946207455
"ENSG00000130762"	6.62640497229899	2.88022132087741	2.83507073509764	3.83176384810477	2.8563863253317	3.78309356415849	17.5113589816345	5.72981161755382	1.90471889077478	7.72434523219879
"ENSG00000158109"	33.132024861495	28.8022132087741	18.9004715673176	19.1588192405238	25.7074769279853	27.4274283401491	12.6470925978471	18.1444034555871	26.6660644708469	24.1385788506212
"ENSG00000116213"	6.62640497229899	4.80036886812902	4.72511789182939	6.70558673418334	4.76064387555283	3.78309356415849	8.75567949081725	3.81987441170255	7.61887556309912	2.89662946207455
"ENSG00000227372"	8.51966353581299	4.80036886812902	6.61516504856115	5.74764577215715	5.71277265066339	5.67464034623774	12.6470925978471	7.63974882340509	4.76179722693695	6.75880207817394
"ENSG00000130764"	23.665732043925	21.1216230197677	20.7905187240493	19.1588192405238	19.9947042773219	23.6443347759906	32.1041581329966	28.6490580877691	26.6660644708469	28.9662946207455
"ENSG00000116198"	1.893258563514	4.80036886812902	6.61516504856115	8.62146865823572	3.80851510044226	3.78309356415849	1.94570655351494	5.72981161755382	6.66651611771173	4.82771577012424
"ENSG00000198912"	27.452249170953	35.5227296241548	30.2407545077081	55.5605757975191	31.4202495786487	24.5901081670302	38.9141310702989	14.3245290438845	20.9519077985226	22.2074925425715
"ENSG00000131697"	3.786517127028	9.60073773625804	5.67014147019527	7.66352769620953	7.61703020088452	5.67464034623774	8.75567949081725	5.72981161755382	9.5235944538739	11.5865178482982
"ENSG00000116251"	390.011264083883	427.232829263483	471.566765604574	391.797853468712	424.649433699312	434.109986487187	459.186746629527	670.387959253797	633.319031182614	784.021041068177
"ENSG00000116237"	58.6910154689339	60.4846477384257	101.117522885149	57.4764577215715	58.0798552817445	75.6618712831699	68.099729373023	81.1723312486791	58.0939261686308	64.6913913196648
"ENSG00000069812"	6.62640497229899	3.84029509450322	3.78009431346352	1.91588192405238	1.90425755022113	2.83732017311887	3.89141310702989	5.72981161755382	6.66651611771173	7.72434523219879
"ENSG00000162408"	33.132024861495	39.363024718658	22.6805658807811	25.8644059747072	18.0904467271007	25.5358815580698	38.9141310702989	41.0636499258024	43.8085344878199	43.4494419311182
"ENSG00000162413"	18.93258563514	23.0417705670193	25.5156366158787	7.66352769620953	23.8032193777641	20.8070146028717	19.4570655351494	14.3245290438845	14.2853916808108	17.3797767724473
"ENSG00000116273"	33.132024861495	30.7223607560257	44.4161081831963	34.4858746329429	35.2287646790909	42.559802596783	30.1584515794816	39.1537127199511	28.5707833616217	26.0696651586709
"ENSG00000041988"	36.918541988523	30.7223607560257	23.625589459147	18.2008782784976	24.7553481528747	22.698561384951	35.9955712400265	44.8835243375049	30.4755022523965	32.8284672368449
"ENSG00000007923"	8.51966353581299	14.4011066043871	13.2303300971223	10.5373505822881	8.56915897599509	12.2950540835151	12.6470925978471	7.63974882340509	12.3806727900361	7.72434523219879
