"siHIF1_hyp_1"	"siHIF1_hyp_2"	"siNPM_hyp_1"	"siNPM_hyp_2"	"wtNT_hyp-1"	"wtNT_hyp-2"	"wtNT_norm_1"	"wtNT_norm_2"	"siNPM_norm_1"	"siNPM_norm_2"
3188.24742095757	2960.86751786198	3697.87726214568	3903.60942025673	2515.52422384211	2912.036271011	992.310342292621	1169.8365385839	1066.64257883388	1075.61507358368
128.741582318952	180.493869441651	103.007570041881	91.9623323545144	145.675702591917	138.082915091785	748.124169826496	1572.83328901852	1638.05824606631	1243.619582384
6.62640497229899	7.68059018900643	4.72511789182939	4.78970481013096	14.2819316266585	5.67464034623774	8.75567949081725	5.72981161755382	4.76179722693695	9.65543154024848
6.62640497229899	7.68059018900643	4.72511789182939	4.78970481013096	14.2819316266585	5.67464034623774	8.75567949081725	5.72981161755382	4.76179722693695	9.65543154024848
17.039327071626	21.1216230197677	17.0104244105858	15.3270553924191	29.5159920284275	22.698561384951	17.5113589816345	10.504654632182	16.1901105715856	11.5865178482982
16.092697789869	20.1615492461419	17.0104244105858	13.4111734683667	27.6117344782064	18.9154678207925	12.6470925978471	10.504654632182	12.3806727900361	11.5865178482982
283.9887845271	257.299771331716	302.407545077081	299.835521114198	199.947042773219	144.703328829062	60.3169031589633	98.3617661013406	95.235944538739	93.6576859404103
209.205071268297	169.933057931767	299.572474341984	344.858746329429	225.654519701204	175.91385073337	44.7512507308437	172.84931712954	118.092571228036	105.244203788708
585.963525407582	445.474230962373	518.817944522867	536.446938734667	558.899590989902	524.904232026991	321.041581329966	242.562025143112	306.659741414739	278.076428359156
239.497208284521	219.856894160309	288.232191401593	273.013174177465	306.585465585602	310.213672260996	453.349626968982	422.096122493131	493.322192710668	500.151353784872
58.6910154689339	67.2051641538063	102.062546463515	75.6773360000691	59.0319840568551	87.0111519756453	123.552366148199	197.678500805607	175.23413795128	244.282417968287
16.092697789869	21.1216230197677	17.0104244105858	13.4111734683667	27.6117344782064	18.9154678207925	12.6470925978471	10.504654632182	12.3806727900361	11.5865178482982
12.306180662841	14.4011066043871	14.1753536754882	12.4532325063405	6.66490142577396	13.2408274745547	6.8099729373023	7.63974882340509	7.61887556309912	14.4831473103727
8.51966353581299	7.68059018900643	12.2853065187564	5.74764577215715	19.0425755022113	9.45773391039623	28.2127450259667	14.3245290438845	9.5235944538739	4.82771577012424
35.025283425009	63.3648690593031	101.117522885149	176.261137012819	111.399066687936	88.9026987577246	237.376199528823	150.885039262251	67.6175206225047	78.2089954760127
34.078654143252	28.8022132087741	46.3061553399281	35.4438155949691	58.0798552817445	33.1020686863868	144.955138236863	98.3617661013406	100.950101211063	105.244203788708
34.078654143252	28.8022132087741	46.3061553399281	35.4438155949691	58.0798552817445	33.1020686863868	144.955138236863	98.3617661013406	100.950101211063	105.244203788708
98.4494453027279	92.1670822680772	165.379126214029	60.3502806076501	79.9788171092875	110.655486751636	224.729106930976	100.271703307192	222.852110220649	193.10863080497
